site_id,raw_site_id,system_id,source_namespace,geometry,migrant_z_A,screening_energy_eV,z_rank_score,geometry_complexity_score,stability_score,qe_input_path,source_csv,source_sha256
joshitha_sites::joshitha_sites::unique_183,unique_183,joshitha_sites,joshitha_sites,cn7_te3,26.9221,-297.596649,0.652772,0.6,0.510313,results/interstitial_search/qe_inputs/unique_183/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_184,unique_184,joshitha_sites,joshitha_sites,cn7_te3,27.4387,-299.759003,0.682462,0.6,0.846527,results/interstitial_search/qe_inputs/unique_184/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_185,unique_185,joshitha_sites,joshitha_sites,cn7_te3,27.9041,-297.369171,0.70921,0.6,0.474944,results/interstitial_search/qe_inputs/unique_185/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_186,unique_186,joshitha_sites,joshitha_sites,cn7_te3,27.6578,-294.314575,0.695054,0.6,0.0,results/interstitial_search/qe_inputs/unique_186/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_193,unique_193,joshitha_sites,joshitha_sites,cn9_te4,30.2069,-300.348877,0.841559,0.5,0.938244,results/interstitial_search/qe_inputs/unique_193/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_194,unique_194,joshitha_sites,joshitha_sites,cn7_te3,30.5032,-298.749451,0.858588,0.6,0.689557,results/interstitial_search/qe_inputs/unique_194/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_195,unique_195,joshitha_sites,joshitha_sites,cn7_te3,30.5613,-295.994171,0.861927,0.6,0.261152,results/interstitial_search/qe_inputs/unique_195/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_196,unique_196,joshitha_sites,joshitha_sites,cn7_te3,30.4572,-295.449097,0.855944,0.6,0.176401,results/interstitial_search/qe_inputs/unique_196/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_197,unique_197,joshitha_sites,joshitha_sites,cn7_te3,30.193,-300.350189,0.84076,0.6,0.938448,results/interstitial_search/qe_inputs/unique_197/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_198,unique_198,joshitha_sites,joshitha_sites,cn7_te3,29.7897,-296.986176,0.817581,0.6,0.415394,results/interstitial_search/qe_inputs/unique_198/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_213,unique_213,joshitha_sites,joshitha_sites,cn7_te3,31.3529,-297.749908,0.907423,0.6,0.534143,results/interstitial_search/qe_inputs/unique_213/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_214,unique_214,joshitha_sites,joshitha_sites,cn7_te3,30.6926,-297.830444,0.869473,0.6,0.546665,results/interstitial_search/qe_inputs/unique_214/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_215,unique_215,joshitha_sites,joshitha_sites,cn7_te3,31.4834,-300.252899,0.914923,0.6,0.92332,results/interstitial_search/qe_inputs/unique_215/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_216,unique_216,joshitha_sites,joshitha_sites,cn7_te3,30.6399,-299.57959,0.866444,0.6,0.818631,results/interstitial_search/qe_inputs/unique_216/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_218,unique_218,joshitha_sites,joshitha_sites,cn7_te4,31.6047,-297.873688,0.921894,0.6,0.553389,results/interstitial_search/qe_inputs/unique_218/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_219,unique_219,joshitha_sites,joshitha_sites,cn7_te4,32.2312,-297.186523,0.957901,0.6,0.446545,results/interstitial_search/qe_inputs/unique_219/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_221,unique_221,joshitha_sites,joshitha_sites,cn7_te4,31.5745,-297.982574,0.920159,0.6,0.570319,results/interstitial_search/qe_inputs/unique_221/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_223,unique_223,joshitha_sites,joshitha_sites,cn7_te4,31.858,-298.487335,0.936452,0.6,0.648802,results/interstitial_search/qe_inputs/unique_223/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_224,unique_224,joshitha_sites,joshitha_sites,cn7_te4,31.4493,-297.984802,0.912963,0.6,0.570665,results/interstitial_search/qe_inputs/unique_224/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_225,unique_225,joshitha_sites,joshitha_sites,cn7_te4,31.5122,-297.765076,0.916578,0.6,0.536501,results/interstitial_search/qe_inputs/unique_225/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_226,unique_226,joshitha_sites,joshitha_sites,cn7_te4,31.4639,-297.246094,0.913802,0.6,0.455807,results/interstitial_search/qe_inputs/unique_226/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_227,unique_227,joshitha_sites,joshitha_sites,cn7_te4,31.5223,-300.25589,0.917159,0.6,0.923785,results/interstitial_search/qe_inputs/unique_227/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_229,unique_229,joshitha_sites,joshitha_sites,cn7_te4,31.7708,-299.301971,0.931441,0.6,0.775465,results/interstitial_search/qe_inputs/unique_229/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_230,unique_230,joshitha_sites,joshitha_sites,cn7_te4,30.6644,-299.643219,0.867853,0.6,0.828524,results/interstitial_search/qe_inputs/unique_230/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_231,unique_231,joshitha_sites,joshitha_sites,cn7_te4,31.6821,-296.855377,0.926343,0.6,0.395057,results/interstitial_search/qe_inputs/unique_231/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_232,unique_232,joshitha_sites,joshitha_sites,cn7_te4,32.9637,-296.427429,1.0,0.6,0.328517,results/interstitial_search/qe_inputs/unique_232/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_233,unique_233,joshitha_sites,joshitha_sites,cn7_te4,31.5077,-300.25824,0.916319,0.6,0.924151,results/interstitial_search/qe_inputs/unique_233/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_234,unique_234,joshitha_sites,joshitha_sites,cn7_te4,32.1101,-296.399292,0.950941,0.6,0.324142,results/interstitial_search/qe_inputs/unique_234/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_235,unique_235,joshitha_sites,joshitha_sites,cn7_te4,32.43,-295.211914,0.969327,0.6,0.139523,results/interstitial_search/qe_inputs/unique_235/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_236,unique_236,joshitha_sites,joshitha_sites,cn7_te4,31.08,-295.954529,0.891738,0.6,0.254988,results/interstitial_search/qe_inputs/unique_236/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_237,unique_237,joshitha_sites,joshitha_sites,cn7_te4,30.4148,-297.192657,0.853507,0.6,0.447499,results/interstitial_search/qe_inputs/unique_237/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_238,unique_238,joshitha_sites,joshitha_sites,cn7_te4,31.4702,-300.240417,0.914164,0.6,0.92138,results/interstitial_search/qe_inputs/unique_238/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_239,unique_239,joshitha_sites,joshitha_sites,cn7_te4,32.695,-298.916748,0.984557,0.6,0.715569,results/interstitial_search/qe_inputs/unique_239/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_240,unique_240,joshitha_sites,joshitha_sites,cn7_te4,30.8873,-298.051605,0.880663,0.6,0.581052,results/interstitial_search/qe_inputs/unique_240/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
joshitha_sites::joshitha_sites::unique_241,unique_241,joshitha_sites,joshitha_sites,cn7_te4,32.2341,-295.288574,0.958068,0.6,0.151442,results/interstitial_search/qe_inputs/unique_241/relax.in,/Users/alina/Project/26MIgrationBench/data_processed/site_assignments/joshitha_sites.csv,6811862232ebe0e6711717e45f82647f830bea05583049ce3f5d20d690520170
