path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_202,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_202,cn8_te4,cn8_te4,3.1302,3.1302,5.149108,0.0,in_gap_or_open_channel_candidate,0.214092,0.714915,0.42553
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_204,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_204,cn8_te4,cn8_te4,2.5616,2.5616,0.063629,0.0,in_gap_or_open_channel_candidate,0.046145,0.785816,0.645311
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_207,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_207,cn8_te4,cn8_te4,1.8753,1.8753,2.187042,0.0,in_gap_or_open_channel_candidate,0.100344,0.74294,0.531643
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_209,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_209,cn8_te4,cn8_te4,2.7269,2.7269,1.28775,0.0,in_gap_or_open_channel_candidate,0.087062,0.769158,0.593082
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_210,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_210,cn8_te4,cn8_te4,1.8305,1.8305,2.22998,0.0,in_gap_or_open_channel_candidate,0.100907,0.741628,0.528612
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_211,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_211,cn8_te4,cn8_te4,1.9634,1.9634,3.161865,0.0,in_gap_or_open_channel_candidate,0.132177,0.729048,0.489019
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::victor::unique_212,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::victor::unique_212,cn8_te4,cn8_te4,2.4751,2.4751,3.748504,0.0,in_gap_or_open_channel_candidate,0.159243,0.727279,0.474242
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_042,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_042,cn8_te4,cn7_te3,-7.8258,7.8258,0.006347,-0.12,in_gap_or_open_channel_candidate,0.195129,0.784344,0.73764
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_046,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_046,cn8_te4,cn7_te3,-7.5558,7.5558,2.983917,-0.12,in_gap_or_open_channel_candidate,0.283067,0.734168,0.594663
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_048,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_048,cn8_te4,cn7_te3,-7.2816,7.2816,4.268219,-0.12,in_gap_or_open_channel_candidate,0.318277,0.710259,0.529254
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_066,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_066,cn8_te4,cn10_te4,-7.6036,7.6036,0.72879,0.18,in_gap_or_open_channel_candidate,0.243764,0.730919,0.681685
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_067,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_067,cn8_te4,cn10_te4,-6.5946,6.5946,1.912506,0.18,in_gap_or_open_channel_candidate,0.263176,0.698016,0.603469
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_068,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_068,cn8_te4,cn10_te4,-7.8053,7.8053,0.005188,0.18,in_gap_or_open_channel_candidate,0.224739,0.745068,0.719657
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_069,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_069,cn8_te4,cn10_te4,-7.6464,7.6464,1.63092,0.18,in_gap_or_open_channel_candidate,0.272555,0.717507,0.64132
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_070,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_070,cn8_te4,cn6_te3,-7.6335,7.6335,1.552734,-0.27,in_gap_or_open_channel_candidate,0.314901,0.660037,0.618276
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_071,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_071,cn8_te4,cn7_te4,-7.4865,7.4865,0.872619,-0.12,in_gap_or_open_channel_candidate,0.216217,0.766,0.689861
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_072,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_072,cn8_te4,cn7_te4,-6.5972,6.5972,0.149292,-0.12,in_gap_or_open_channel_candidate,0.178391,0.764469,0.701956
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_073,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_073,cn8_te4,cn7_te4,-7.2315,7.2315,1.028717,-0.12,in_gap_or_open_channel_candidate,0.216675,0.759909,0.676656
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_074,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_074,cn8_te4,cn7_te4,-7.8666,7.8666,0.007782,-0.12,in_gap_or_open_channel_candidate,0.195877,0.784908,0.738541
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_077,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_077,cn8_te4,cn7_te4,-6.5742,6.5742,0.131713,-0.12,in_gap_or_open_channel_candidate,0.177447,0.764412,0.702217
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_078,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_078,cn8_te4,cn7_te4,-4.998,4.998,0.175018,-0.12,in_gap_or_open_channel_candidate,0.151617,0.741091,0.662863
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_080,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_080,cn8_te4,cn7_te4,-6.544,6.544,1.905731,-0.12,in_gap_or_open_channel_candidate,0.232093,0.736394,0.62013
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_082,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_082,cn8_te4,cn7_te4,-7.0027,7.0027,2.325866,-0.12,in_gap_or_open_channel_candidate,0.253067,0.736453,0.611734
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_083,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_083,cn8_te4,cn7_te4,-6.5026,6.5026,2.309204,-0.12,in_gap_or_open_channel_candidate,0.243926,0.729526,0.600642
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_084,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_084,cn8_te4,cn7_te4,-6.7153,6.7153,1.784118,-0.12,in_gap_or_open_channel_candidate,0.231265,0.740747,0.629769
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_085,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_085,cn8_te4,cn7_te4,-5.0227,5.0227,0.162384,-0.12,in_gap_or_open_channel_candidate,0.15165,0.741642,0.664028
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_087,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_087,cn8_te4,cn7_te4,-6.5207,6.5207,1.957519,-0.12,in_gap_or_open_channel_candidate,0.233302,0.735254,0.617202
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_088,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_088,cn8_te4,cn7_te4,-5.0026,5.0026,0.158813,-0.12,in_gap_or_open_channel_candidate,0.151193,0.741409,0.663715
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_090,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_090,cn8_te4,cn7_te4,-5.0354,5.0354,0.166015,-0.12,in_gap_or_open_channel_candidate,0.151982,0.741768,0.664162
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_092,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_092,cn8_te4,cn7_te4,-6.8375,6.8375,2.317932,-0.12,in_gap_or_open_channel_candidate,0.249972,0.734202,0.608181
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_093,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_093,cn8_te4,cn7_te4,-6.5619,6.5619,0.131652,-0.12,in_gap_or_open_channel_candidate,0.177233,0.764236,0.701928
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_094,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_094,cn8_te4,cn7_te4,-6.9373,6.9373,2.982482,-0.12,in_gap_or_open_channel_candidate,0.272358,0.725304,0.580066
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_095,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_095,cn8_te4,cn7_te4,-5.1123,5.1123,0.190368,-0.12,in_gap_or_open_channel_candidate,0.154066,0.742495,0.664868
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_096,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_096,cn8_te4,cn6_te3,-4.2501,4.2501,2.586517,-0.27,mixed_transition_candidate,0.288713,0.59535,0.490646
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_097,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_097,cn8_te4,cn6_te3,-7.5867,7.5867,1.627227,-0.27,in_gap_or_open_channel_candidate,0.316411,0.658207,0.61375
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_098,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_098,cn8_te4,cn6_te3,-5.053,5.053,0.163269,-0.27,in_gap_or_open_channel_candidate,0.2272,0.644564,0.620831
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_099,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_099,cn8_te4,cn6_te3,-3.6035,3.6035,3.173614,-0.27,mixed_transition_candidate,0.295821,0.576931,0.448388
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_100,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_100,cn8_te4,cn6_te3,-6.8191,6.8191,4.313995,-0.27,mixed_transition_candidate,0.386726,0.605402,0.472315
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_126,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_126,cn8_te4,cn6_te3,-4.0725,4.0725,1.428924,-0.27,mixed_transition_candidate,0.249653,0.610797,0.539532
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_127,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_127,cn8_te4,cn6_te3,-2.909,2.909,0.245666,-0.27,mixed_transition_candidate,0.192796,0.612477,0.566222
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_128,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_128,cn8_te4,cn6_te3,-1.2719,1.2719,2.437744,-0.27,mixed_transition_candidate,0.232736,0.554872,0.426864
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_129,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_129,cn8_te4,cn6_te3,-2.8028,2.8028,0.161712,-0.27,mixed_transition_candidate,0.188354,0.612257,0.567555
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_131,cn8_te4,cn7_te4,-1.1697,1.1697,1.075653,-0.12,in_gap_or_open_channel_candidate,0.113617,0.672082,0.530793
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_133,cn8_te4,cn7_te4,-2.757,2.757,0.865661,-0.12,in_gap_or_open_channel_candidate,0.134455,0.698153,0.578056
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_134,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_134,cn8_te4,cn7_te4,-2.8326,2.8326,2.024871,-0.12,in_gap_or_open_channel_candidate,0.171807,0.681216,0.526677
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_135,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_135,cn8_te4,cn7_te4,-1.265,1.265,0.128448,-0.12,in_gap_or_open_channel_candidate,0.085805,0.688179,0.576498
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_136,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_136,cn8_te4,cn7_te4,-1.1479,1.1479,2.471252,-0.12,in_gap_or_open_channel_candidate,0.15664,0.650069,0.466262
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_137,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_137,cn8_te4,cn7_te4,-1.2683,1.2683,3.536712,-0.12,in_gap_or_open_channel_candidate,0.191849,0.635233,0.420246
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_139,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_139,cn8_te4,cn7_te4,-0.8224,0.8224,2.325866,-0.12,in_gap_or_open_channel_candidate,0.146507,0.647653,0.465214
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_140,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_140,cn8_te4,cn7_te4,-1.3224,1.3224,2.309204,-0.12,in_gap_or_open_channel_candidate,0.15461,0.655096,0.477832
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_141,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_141,cn8_te4,cn7_te4,-1.1097,1.1097,1.784179,-0.12,in_gap_or_open_channel_candidate,0.134616,0.660203,0.496871
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_142,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_142,cn8_te4,cn7_te4,-0.9638,0.9638,3.211517,-0.12,in_gap_or_open_channel_candidate,0.176486,0.635914,0.427943
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_144,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_144,cn8_te4,cn7_te4,-2.6547,2.6547,0.93753,-0.12,in_gap_or_open_channel_candidate,0.134926,0.695566,0.572334
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_145,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_145,cn8_te4,cn7_te4,-1.2595,1.2595,0.119812,-0.12,in_gap_or_open_channel_candidate,0.085442,0.688234,0.576764
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_146,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_146,cn8_te4,cn7_te4,-2.8413,2.8413,0.161773,-0.12,in_gap_or_open_channel_candidate,0.11402,0.710309,0.61234
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_147,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_147,cn8_te4,cn7_te4,-0.4417,0.4417,4.658813,-0.12,mixed_transition_candidate,0.212491,0.605909,0.349181
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_149,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_149,cn8_te4,cn7_te4,-1.1423,1.1423,0.892242,-0.12,in_gap_or_open_channel_candidate,0.107441,0.67454,0.538556
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_150,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_150,cn8_te4,cn7_te4,-2.8064,2.8064,2.032562,-0.12,in_gap_or_open_channel_candidate,0.171594,0.68072,0.525703
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_151,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_151,cn8_te4,cn7_te4,-2.8536,2.8536,3.978881,-0.12,in_gap_or_open_channel_candidate,0.232933,0.651136,0.437548
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_152,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_152,cn8_te4,cn7_te4,-2.8244,2.8244,3.376648,-0.12,in_gap_or_open_channel_candidate,0.213702,0.66008,0.464479
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_153,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_153,cn8_te4,cn7_te4,-2.5284,2.5284,2.960937,-0.12,in_gap_or_open_channel_candidate,0.195671,0.66229,0.47653
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_154,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_154,cn8_te4,cn7_te4,-1.2595,1.2595,0.121673,-0.12,in_gap_or_open_channel_candidate,0.0855,0.688205,0.576679
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_156,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_156,cn8_te4,cn7_te4,-0.5083,0.5083,3.159851,-0.12,in_gap_or_open_channel_candidate,0.167026,0.630172,0.419514
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_157,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_157,cn8_te4,cn7_te4,-0.454,0.454,4.510742,-0.12,mixed_transition_candidate,0.208098,0.608388,0.356264
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_164,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_164,cn8_te4,cn7_te4,-0.4616,0.4616,4.26474,-0.12,mixed_transition_candidate,0.200579,0.612322,0.367728
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_168,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_168,cn8_te4,cn7_te4,-0.4778,0.4778,3.197204,-0.12,in_gap_or_open_channel_candidate,0.167662,0.629153,0.417078
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_183,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_183,cn8_te4,cn7_te3,-0.713,0.713,2.819885,-0.12,in_gap_or_open_channel_candidate,0.159983,0.6384,0.439961
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_193,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_193,cn8_te4,cn9_te4,2.5718,2.5718,0.067657,-0.22,in_gap_or_open_channel_candidate,0.156447,0.6429,0.581018
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_194,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_194,cn8_te4,cn7_te3,2.8681,2.8681,1.667083,-0.12,in_gap_or_open_channel_candidate,0.161293,0.687289,0.54393
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_195,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_195,cn8_te4,cn7_te3,2.9262,2.9262,4.422363,-0.12,in_gap_or_open_channel_candidate,0.247975,0.645283,0.418928
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_196,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_196,cn8_te4,cn7_te3,2.8221,2.8221,4.967437,-0.12,in_gap_or_open_channel_candidate,0.263131,0.635312,0.391458
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_197,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_197,cn8_te4,cn7_te3,2.5579,2.5579,0.066345,-0.12,in_gap_or_open_channel_candidate,0.106166,0.707721,0.609998
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_198,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_198,cn8_te4,cn7_te3,2.1546,2.1546,3.430358,-0.12,in_gap_or_open_channel_candidate,0.203823,0.649621,0.446136
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_213,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_213,cn8_te4,cn7_te3,3.7178,3.7178,2.666626,-0.12,in_gap_or_open_channel_candidate,0.207026,0.683956,0.518227
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_214,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_214,cn8_te4,cn7_te3,3.0575,3.0575,2.58609,-0.12,in_gap_or_open_channel_candidate,0.193137,0.675721,0.506267
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_215,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_215,cn8_te4,cn7_te3,3.8483,3.8483,0.163635,-0.12,in_gap_or_open_channel_candidate,0.13144,0.724749,0.636128
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_216,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_216,cn8_te4,cn7_te3,3.0048,3.0048,0.836944,-0.12,in_gap_or_open_channel_candidate,0.137835,0.70216,0.585248
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_218,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_218,cn8_te4,cn7_te4,3.9696,3.9696,2.542846,-0.12,in_gap_or_open_channel_candidate,0.207518,0.689499,0.529874
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_219,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_219,cn8_te4,cn7_te4,4.5961,4.5961,3.230011,-0.12,in_gap_or_open_channel_candidate,0.239689,0.687816,0.513208
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_221,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_221,cn8_te4,cn7_te4,3.9394,3.9394,2.43396,-0.12,in_gap_or_open_channel_candidate,0.203612,0.690758,0.534153
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_223,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_223,cn8_te4,cn7_te4,4.2229,4.2229,1.929199,-0.12,in_gap_or_open_channel_candidate,0.192803,0.702679,0.564026
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_224,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_224,cn8_te4,cn7_te4,3.8142,3.8142,2.431732,-0.12,in_gap_or_open_channel_candidate,0.201384,0.688994,0.531287
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_225,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_225,cn8_te4,cn7_te4,3.8771,3.8771,2.651458,-0.12,in_gap_or_open_channel_candidate,0.209301,0.686481,0.522699
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_226,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_226,cn8_te4,cn7_te4,3.8288,3.8288,3.17044,-0.12,in_gap_or_open_channel_candidate,0.224607,0.677717,0.49775
sb2te3_4x2x1::victor::unique_182__to__sb2te3_4x2x1::joshitha::unique_227,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1::joshitha::unique_227,cn8_te4,cn7_te4,3.8872,3.8872,0.160644,-0.12,in_gap_or_open_channel_candidate,0.132018,0.725354,0.637188
