step,image,energy_eV,rel_to_image0_eV
731,3,-179255.6606678429,409.60073097774875
731,4,-179397.8026254694,267.4587733512453
731,5,-179354.35196548354,310.9094333371031
732,0,-179665.26139882064,0.0
732,1,-179442.188243492,223.0731553286314
732,2,-179423.8197709528,241.44162786784
732,3,-179204.35285151808,460.9085473025625
732,4,-179402.78295244355,262.47844637709204
732,5,-179346.26090901872,319.00048980192514
733,0,-179665.26139882064,0.0
733,1,-179698.11576300533,-32.8543641846918
733,2,-179421.35210568906,243.90929313158267
733,3,-179254.94039050222,410.321008318424
733,4,-179402.0422084649,263.21919035573956
733,5,-179372.01402609597,293.2473727246688
734,0,-179665.26139882064,0.0
734,1,-180039.80289969957,-374.54150087892776
734,2,-179421.89749340957,243.36390541106812
734,3,-179283.30993000878,381.9514688118652
734,4,-179396.61181319115,268.64958562949323
734,5,-179380.39287487755,284.86852394309244
735,0,-179665.26139882064,0.0
735,1,-180872.70729252836,-1207.4458937077143
735,2,-179435.1759160849,230.0854827357398
735,3,-179352.97833394844,312.28306487220107
735,4,-179378.32382380287,286.93757501777145
735,5,-179402.36156393244,262.89983488820144
736,0,-179665.26139882064,0.0
736,1,-180803.64262804273,-1138.3812292220828
736,2,-179425.97650450064,239.28489432000788
736,3,-179370.49447038973,294.7669284309086
736,4,-179372.14367154462,293.1177272760251
736,5,-179392.0649489099,273.1964499107562
737,0,-179665.26139882064,0.0
737,1,-180481.60273251173,-816.341333691089
737,2,-179419.077708413,246.18369040763355
737,3,-179366.87968300813,298.38171581251663
737,4,-179350.30958319665,314.95181562399375
737,5,-179411.74138550804,253.52001331260544
738,0,-179665.26139882064,0.0
738,1,-179699.95781288118,-34.69641406054143
738,2,-179395.63988317014,269.6215156505059
738,3,-179367.48118447978,297.7802143408626
738,4,-179352.4012890399,312.86010978074046
738,5,-179401.27290205754,263.98849676310783
739,0,-179665.26139882064,0.0
739,1,-179706.48218789295,-41.220789072307525
739,2,-179404.11959438992,261.1418044307211
739,3,-179368.14934492542,297.11205389522365
739,4,-179323.37203120702,341.8893676136213
739,5,-179383.45187588324,281.8095229374012
740,0,-179665.26139882064,0.0
740,1,-179198.2741975852,466.9872012354317
740,2,-179378.66121646596,286.60018235468306
740,3,-179393.3822277229,271.87917109773844
740,4,-179304.83762457097,360.4237742496771
740,5,-179394.2487604752,271.01263834544807
741,0,-179665.26139882064,0.0
741,1,-179018.67404314945,646.5873556711886
741,2,-179384.92932748367,280.3320713369758
741,3,-179395.497370568,269.7640282526554
741,4,-179330.08368914554,335.17770967510296
741,5,-179392.1505280867,273.11087073394447
742,0,-179665.26139882064,0.0
742,1,-179126.69908906185,538.5623097587959
742,2,-179366.075087683,299.1863111376297
742,3,-179365.41280441004,299.8485944106069
742,4,-179345.1658797604,320.0955190602399
742,5,-179411.11453708424,254.14686173640075
743,0,-179665.26139882064,0.0
743,1,-179161.46367750608,503.7977213145641
743,2,-179317.04132702335,348.22007179728826
743,3,-179336.14430678173,329.11709203891223
743,4,-179353.2533074141,312.00809140654746
743,5,-179411.01838034624,254.24301847440074
744,0,-179665.26139882064,0.0
744,1,-178926.79961322394,738.4617855967081
744,2,-179318.4967636442,346.76463517645607
744,3,-179339.98882710745,325.272571713198
744,4,-179342.20214619738,323.0592526232649
744,5,-179385.9923901461,279.2690086745424
745,0,-179665.26139882064,0.0
745,1,-178886.6380081412,778.6233906794514
745,2,-179354.9808379955,310.2805608251365
745,3,-179330.01751607336,335.2438827472797
745,4,-179377.66022627047,287.60117255017394
745,5,-179383.6020161083,281.6593827123288
746,0,-179665.26139882064,0.0
746,1,-178884.8550929744,780.4063058462343
746,2,-179376.41254777304,288.8488510476018
746,3,-179317.503693742,347.7577050786349
746,4,-179390.86345850988,274.397940310766
746,5,-179351.4584711807,313.8029276399466
747,0,-179665.26139882064,0.0
747,1,-178883.53445921594,781.726939604705
747,2,-179361.39189202897,303.8695067916706
747,3,-179365.58236846238,299.6790303582675
747,4,-179410.6176843104,254.64371451025363
747,5,-179355.87687110194,309.3845277187065
748,0,-179665.26139882064,0.0
748,1,-178761.47640262358,903.7849961970642
748,2,-179385.76124738285,279.50015143779456
748,3,-179392.59527669637,272.66612212426844
748,4,-179333.88628875345,331.3751100671943
748,5,-179381.34538547427,283.9160133463738
749,0,-179665.26139882064,0.0
749,1,-178711.55281640548,953.7085824151582
749,2,-179398.4992311149,266.76216770574683
749,3,-179392.45554397412,272.80585484651965
749,4,-179218.10745287014,447.1539459505002
749,5,-179413.2793235225,251.9820752981468
750,0,-179665.26139882064,0.0
750,1,-178714.05470513232,951.2066936883202
750,2,-179407.72859701217,257.53280180846923
750,3,-179400.19721446824,265.0641843524063
750,4,-179210.75214321466,454.5092556059826
750,5,-179437.11975261103,228.14164620960946
751,0,-179665.26139882064,0.0
751,1,-178789.18099045043,876.0804083702096
751,2,-179408.04032089558,257.22107792505994
751,3,-179413.89375556342,251.3676432572247
751,4,-179210.18511994355,455.0762788770953
751,5,-179439.77826281858,225.48313600206166
752,0,-179665.26139882064,0.0
752,1,-178876.4054488414,788.8559499792464
752,2,-179382.39939113482,282.8620076858206
752,3,-179405.35908183866,259.90231698198477
752,4,-179261.37559313086,403.88580568978796
752,5,-179431.84396279792,233.4174360227189
753,0,-179665.26139882064,0.0
753,1,-178673.395731532,991.8656672886573
753,2,-179378.6842222685,286.57717655214947
753,3,-179393.80934451168,271.4520543089602
753,4,-179308.420069965,356.84132885563304
753,5,-179407.0979901933,258.16340862735524
754,0,-179665.26139882064,0.0
754,1,-178446.39485490692,1218.8665439137258
754,2,-179383.3056203071,281.9557785135403
754,3,-179415.59678861263,249.66461020801216
754,4,-179266.3697145833,398.8916842373437
754,5,-179379.33744522755,285.9239535930974
755,0,-179665.26139882064,0.0
755,1,-178430.7064368444,1234.554961976246
755,2,-179383.9879573565,281.27344146414544
755,3,-179401.82569900205,263.43569981859764
755,4,-179133.26331414114,531.9980846795079
755,5,-179364.39867667836,300.8627221422794
756,0,-179665.26139882064,0.0
756,1,-178331.09076884642,1334.1706299742218
756,2,-179384.37259971935,280.8887991012889
756,3,-179420.21318947105,245.0482093495957
756,4,-179169.78433951153,495.4770593091089
756,5,-179337.40379287914,327.85760594150634
757,0,-179665.26139882064,0.0
757,1,-178362.4721314972,1302.7892673234455
757,2,-179412.076760167,253.18463865364902
757,3,-179431.1132448382,234.14815398244536
757,4,-179235.73872753116,429.52267128948006
757,5,-179347.40402583266,317.8573729879863
758,0,-179665.26139882064,0.0
758,1,-178341.34635844774,1323.9150403729
758,2,-179387.7140564486,277.54734237203957
758,3,-179427.45415399587,237.80724482476944
758,4,-179292.25002572275,373.0113730978919
758,5,-179347.8548815896,317.4065172310511
759,0,-179665.26139882064,0.0
759,1,-178398.23856514075,1267.02283367989
759,2,-179399.85070682515,265.41069199549383
759,3,-179431.90073860862,233.36066021202714
759,4,-179357.7187785458,307.54262027484947
759,5,-179375.049580819,290.2118180016405
760,0,-179665.26139882064,0.0
760,1,-178435.07852459475,1230.182874225895
760,2,-179420.10370899536,245.15768982528243
760,3,-179401.65170643627,263.60969238437247
760,4,-179377.3960750427,287.86532377795083
760,5,-179383.96770828473,281.29369053590926
761,0,-179665.26139882064,0.0
761,1,-178334.78346441005,1330.4779344105918
761,2,-179433.2191326693,232.04226615134394
761,3,-179363.74960822935,301.5117905912921
761,4,-179410.70634782355,254.55505099709262
761,5,-179369.9462383511,295.3151604695304
762,0,-179665.26139882064,0.0
762,1,-178604.65919475275,1060.6022040678945
762,2,-179433.26342246647,231.9979763541778
762,3,-179361.25366498638,304.0077338342671
762,4,-179414.1939427626,251.0674560580519
762,5,-179302.44045441062,362.8209444100212
763,0,-179665.26139882064,0.0
763,1,-178763.26221522957,901.9991835910769
763,2,-179438.0220865255,227.23931229513255
763,3,-179299.468745695,365.7926531256526
763,4,-179418.11683904097,247.1445597796701
763,5,-179276.91692748648,388.3444713341596
764,0,-179665.26139882064,0.0
764,1,-178774.65786212255,890.6035366980941
764,2,-179433.60516182243,231.656236998213
764,3,-179306.85052521198,358.4108736086637
764,4,-179406.22931748,259.03208134064334
764,5,-179265.22187379445,400.0395250261936
765,0,-179665.26139882064,0.0
765,1,-178843.2656969065,821.9957019141293
765,2,-179428.618032225,236.64336659564287
765,3,-179259.25284246664,406.0085563540051
765,4,-179418.47175620156,246.7896426190855
765,5,-179295.47019862864,369.7912001920049
766,0,-179665.26139882064,0.0
766,1,-178820.56394484098,844.6974539796647
766,2,-179419.06401276353,246.1973860571161
766,3,-179077.19722030705,588.0641785135958
766,4,-179425.93277692192,239.32862189871958
766,5,-179308.03148038348,357.2299184371659
767,0,-179665.26139882064,0.0
767,1,-178935.57990057254,729.681498248101
767,2,-179369.3568919041,295.9045069165295
767,3,-179268.31149139104,396.9499074296036
767,4,-179427.13176646587,238.12963235477218
767,5,-179287.79467714668,377.46672167396173
768,0,-179665.26139882064,0.0
768,1,-179028.51982929834,636.7415695223026
768,2,-179383.43259309683,281.82880572380964
768,3,-179327.91531727486,337.3460815457802
768,4,-179414.59170360488,250.6696952157654
768,5,-179264.14147982054,401.11991900010617
769,0,-179665.26139882064,0.0
769,1,-179200.17139309886,465.09000572178047
769,2,-179356.2924415806,308.968957240053
769,3,-179330.8318469117,334.4295519089501
769,4,-179414.82692275476,250.43447606588597
769,5,-179293.26403355703,371.99736526361085
770,0,-179665.26139882064,0.0
770,1,-179292.90938140135,372.3520174192963
770,2,-179343.4497425495,321.8116562711366
770,3,-179327.76319053344,337.4982082872011
770,4,-179416.18504005842,249.07635876222048
770,5,-179293.7716698871,371.4897289335495
771,0,-179665.26139882064,0.0
771,1,-179309.38634345293,355.87505536770914
771,2,-179247.3614825864,417.8999162342516
771,3,-179310.97956705876,354.2818317618803
771,4,-179420.09513722104,245.16626159960288
771,5,-179308.15088493645,357.1105138841958
772,0,-179665.26139882064,0.0
772,1,-179200.68222204092,464.57917677972
772,2,-179205.30873991418,459.9526589064626
772,3,-179329.03729838258,336.22410043806303
772,4,-179423.8578877352,241.4035110854311
772,5,-179311.90508285663,353.356315964018
773,0,-179665.26139882064,0.0
773,1,-179151.54303274993,513.7183660707087
773,2,-179175.95257526982,489.3088235508185
773,3,-179355.39078646712,309.87061235352303
773,4,-179444.01012615545,221.2512726651912
773,5,-179309.08825489174,356.17314392889966
774,0,-179665.26139882064,0.0
774,1,-179165.3360256624,499.925373158243
774,2,-179290.63374199544,374.62765682520694
774,3,-179310.18234855408,355.07905026656226
774,4,-179449.55222698336,215.70917183728307
774,5,-179285.7934808598,379.4679179608356
775,0,-179665.26139882064,0.0
775,1,-179217.50297692238,447.75842189826653
775,2,-179379.6968541963,285.56454462432885
775,3,-179279.04092337663,386.2204754440172
775,4,-179452.48605828403,212.7753405366093
775,5,-179267.38507755985,397.87632126078825
776,0,-179665.26139882064,0.0
776,1,-179118.7438529879,546.5175458327576
776,2,-179405.89534750616,259.36605131448596
776,3,-179256.45217397567,408.8092248449684
776,4,-179440.13708646927,225.12431235137046
776,5,-179222.64868956467,442.61270925597637
777,0,-179665.26139882064,0.0
777,1,-179128.00787735562,537.253521465027
777,2,-179421.8223457396,243.43905308103422
777,3,-179277.71640003854,387.5449987821048
777,4,-179435.03381694196,230.2275818786875
777,5,-179305.55912697356,359.70227184708347
778,0,-179665.26139882064,0.0
778,1,-179126.55646563965,538.7049331809976
778,2,-179412.183758532,253.07764028865495
778,3,-179278.75167304513,386.50972577551147
778,4,-179440.02472432752,225.23667449312052
778,5,-179346.90202651353,318.3593723071099
779,0,-179665.26139882064,0.0
779,1,-178790.44468064755,874.8167181730969
779,2,-179414.12268595345,251.13871286719223
779,3,-179250.75136602295,414.51003279769793
779,4,-179430.83008831597,234.4313105046749
779,5,-179374.0933529955,291.16804582515033
780,0,-179665.26139882064,0.0
780,1,-177456.80559699147,2208.455801829172
780,2,-179423.81792984036,241.44346898028743
780,3,-179209.97983410463,455.2815647160169
780,4,-179435.54411049403,229.71728832661756
780,5,-179376.54754033434,288.7138584862987
781,0,-179665.26139882064,0.0
781,1,-177421.83753998866,2243.423858831986
781,2,-179431.12737166288,234.13402715776465
781,3,-179277.9932911359,387.2681076847366
781,4,-179444.19062901483,221.07076980581041
781,5,-179376.0754527966,289.1859460240521
782,0,-179665.26139882064,0.0
782,1,-177578.21866324265,2087.0427355779975
782,2,-179425.02042697626,240.24097184438142
782,3,-179321.38388974083,343.87750907981535
782,4,-179453.65898581088,211.60241300976486
782,5,-179372.56605246887,292.69534635177115
783,0,-179665.26139882064,0.0
783,1,-178176.35367002644,1488.9077287942055
783,2,-179440.89315462965,224.3682441909914
783,3,-179347.67737613883,317.5840226818109
783,4,-179467.64588195807,197.61551686257008
783,5,-179381.23556779642,284.0258310242207
784,0,-179665.26139882064,0.0
784,1,-178683.28377561053,981.977623210114
784,2,-179409.29542382533,255.96597499531345
784,3,-179353.62597228598,311.6354265346599
784,4,-179459.20970520083,206.05169361981098
784,5,-179374.72683547018,290.5345633504621
785,0,-179665.26139882064,0.0
785,1,-179019.06105443116,646.2003443894791
785,2,-179433.07472954158,232.18666927906452
785,3,-179410.6259739342,254.6354248864518
785,4,-179461.81574359327,203.44565522737685
785,5,-179374.4871901146,290.7742087060469
786,0,-179665.26139882064,0.0
786,1,-179137.84554393627,527.4158548843698
786,2,-179433.7709551153,231.4904437053483
786,3,-179418.56967736428,246.6917214563582
786,4,-179423.7758883042,241.48551051644608
786,5,-179372.3658216402,292.89557718043216
787,0,-179665.26139882064,0.0
787,1,-179144.93601154521,520.3253872754285
787,2,-179440.03360026708,225.22779855356202
787,3,-179413.04533257065,252.2160662499955
787,4,-179403.1325005892,262.12889823142905
787,5,-179404.8404013216,260.42099749905174
788,0,-179665.26139882064,0.0
788,1,-178911.28974066247,753.9716581581743
788,2,-179463.00710914753,202.25428967311746
788,3,-179404.50774976387,260.7536490567727
788,4,-179393.07296186595,272.1884369546897
788,5,-179333.0480371868,332.2133616338542
789,0,-179665.26139882064,0.0
789,1,-178729.9500678603,935.3113309603359
789,2,-179466.96104070326,198.30035811738344
789,3,-179371.5120932875,293.7493055331288
789,4,-179404.1134339424,261.1479648782406
789,5,-179324.15157240367,341.10982641697046
790,0,-179665.26139882064,0.0
790,1,-178830.8240661507,834.4373326699424
790,2,-179457.93065434665,207.33074447399122
790,3,-179363.16771323522,302.0936855854234
790,4,-179428.53399780075,236.72740101988893
790,5,-179175.8831820147,489.37821680595516
791,0,-179665.26139882064,0.0
791,1,-178809.21533058485,856.0460682357952
791,2,-179464.94101796183,200.32038085881504
791,3,-179336.20206474635,329.05933407429256
791,4,-179395.15636843824,270.1050303824013
791,5,-179126.93857591285,538.322822907794
792,0,-179665.26139882064,0.0
792,1,-178732.86347657157,932.3979222490743
792,2,-179468.70405012032,196.55734870032757
792,3,-179359.0591389272,306.2022598934418
792,4,-179395.91980156273,269.3415972579096
792,5,-179345.34442927138,319.9169695492601
793,0,-179665.26139882064,0.0
793,1,-178792.72975441805,872.5316444025957
793,2,-179471.5083283616,193.75307045903173
793,3,-179347.38153904918,317.8798597714631
793,4,-179425.87987806596,239.3815207546868
793,5,-179392.0381120441,273.2232867765415
794,0,-179665.26139882064,0.0
794,1,-179001.43355589814,663.8278429225029
794,2,-179461.11774119787,204.14365762277157
794,3,-179356.74406732284,308.51733149780193
794,4,-179420.9074218765,244.35397694414132
794,5,-179396.1910777636,269.07032105705
795,0,-179665.26139882064,0.0
795,1,-179166.9028889948,498.3585098258336
795,2,-179458.87532097497,206.38607784567284
795,3,-179350.56513662217,314.69626219847123
795,4,-179418.40961652598,246.85178229465964
795,5,-179406.35343234162,258.9079664790188
796,0,-179665.26139882064,0.0
796,1,-179178.30272947918,486.95866934146034
796,2,-179460.84594278655,204.4154560340976
796,3,-179362.11996874333,303.14143007731764
796,4,-179412.34427412372,252.91712469691993
796,5,-179430.85982327408,234.40157554656616
797,0,-179665.26139882064,0.0
797,1,-179200.5041446762,464.7572541444388
797,2,-179454.80299745427,210.4584013663698
797,3,-179359.27725104004,305.98414778060396
797,4,-179421.63231550425,243.62908331639483
797,5,-179449.08392194167,216.17747687897645
798,0,-179665.26139882064,0.0
798,1,-179158.03751484427,507.22388397637405
798,2,-179452.5991335073,212.6622653133527
798,3,-179334.07299602864,331.1884027920023
798,4,-179402.08945238215,263.17194643849507
798,5,-179424.69361527584,240.56778354480048
799,0,-179665.26139882064,0.0
799,1,-179160.36010232748,504.90129649316077
799,2,-179447.04151387303,218.21988494761172
799,3,-179314.30404903975,350.95734978088876
799,4,-179414.91788448585,250.34351433478878
799,5,-179429.01448203714,236.2469167835079
800,0,-179665.26139882064,0.0
800,1,-179175.6568582887,489.604540531931
800,2,-179447.45018680437,217.81121201626956
800,3,-179336.34550694595,328.915891874698
800,4,-179419.96491810383,245.2964807168173
800,5,-179413.64850963507,251.61288918557693
801,0,-179665.26139882064,0.0
801,1,-179168.24732977417,497.0140690464759
801,2,-179451.34892154127,213.91247727937298
801,3,-179357.2389993563,308.0223994643311
801,4,-179428.34349917993,236.91789964071359
801,5,-179421.70040119754,243.56099762310623
802,0,-179665.26139882064,0.0
802,1,-179216.48454576219,448.7768530584581
802,2,-179439.61162805156,225.6497707690869
802,3,-179362.8516737802,302.4097250404302
802,4,-179413.8204391745,251.4409596461337
802,5,-179373.5122869764,291.7491118442558
803,0,-179665.26139882064,0.0
803,1,-179230.9355372668,434.32586155383615
803,2,-179435.69074910678,229.5706497138599
803,3,-179309.84636438076,355.4150344398804
803,4,-179414.73711506528,250.52428375536692
803,5,-179335.01022244143,330.2511763792136
804,0,-179665.26139882064,0.0
804,1,-179174.05707716642,491.20432165422244
804,2,-179420.6683233701,244.5930754505389
804,3,-179338.8240607032,326.4373381174519
804,4,-179413.80601982362,251.45537899702322
804,5,-179397.7623301318,267.4990686888341
805,0,-179665.26139882064,0.0
805,1,-179085.68213055748,579.5792682631582
805,2,-179422.93770313502,242.32369568562717
805,3,-179341.27947572886,323.9819230917783
805,4,-179412.48797112357,252.7734276970732
805,5,-179380.311252749,284.95014607164194
806,0,-179665.26139882064,0.0
806,1,-178998.28875527615,666.97264354449
806,2,-179432.56056446707,232.70083435357083
806,3,-179313.8369626214,351.424436199246
806,4,-179399.11275663064,266.14864219000447
806,5,-179372.84489883168,292.41649998896173
807,0,-179665.26139882064,0.0
807,1,-179096.1966105331,569.0647882875346
807,2,-179432.44745151163,232.8139473090123
807,3,-179247.81720404778,417.44419477286283
807,4,-179377.9731868792,287.2882119414571
807,5,-179399.5684820145,265.69291680614697
808,0,-179665.26139882064,0.0
808,1,-179183.07114523268,482.1902535879635
808,2,-179412.652335376,252.60906344463
808,3,-179280.5339075474,384.7274912732537
808,4,-179341.0161875106,324.2452113100444
808,5,-179389.9980208188,275.2633780018368
809,0,-179665.26139882064,0.0
809,1,-179069.83177021125,595.4296286093886
809,2,-179412.6259104391,252.6354883815511
809,3,-179325.81938084765,339.4420179729932
809,4,-179343.90633740035,321.3550614202977
809,5,-179416.4644854833,248.7969133373408
810,0,-179665.26139882064,0.0
810,1,-178934.54621889576,730.7151799248822
810,2,-179402.44501898304,262.8163798376045
810,3,-179291.2468125218,374.0145862988429
810,4,-179356.48865694067,308.7727418799768
810,5,-179303.06999447546,362.1914043451834
811,0,-179665.26139882064,0.0
811,1,-179005.11238334456,660.1490154760832
811,2,-179371.79778808347,293.4636107371771
811,3,-179304.66650822898,360.59489059165935
811,4,-179341.2801900291,323.98120879154885
811,5,-179229.45626553975,435.8051332808973
812,0,-179665.26139882064,0.0
812,1,-178939.2116111365,726.04978768414
812,2,-179377.29947225994,287.96192656070343
812,3,-179360.73894397783,304.52245484280866
812,4,-179378.51303711903,286.74836170161143
812,5,-179156.0712583491,509.1901404715318
813,0,-179665.26139882064,0.0
813,1,-178936.17827879154,729.0831200290995
813,2,-179393.35743057056,271.9039682500879
813,3,-179355.05610489513,310.20529392550816
813,4,-179324.9645551928,340.2968436278461
813,5,-179235.00586730085,430.25553151979693
814,0,-179665.26139882064,0.0
814,1,-178940.09115661372,725.1702422069211
814,2,-179404.0110920261,261.2503067945363
814,3,-179350.91309791955,314.3483009010961
814,4,-179334.90732608433,330.35407273631427
814,5,-179165.81075012233,499.4506486983155
815,0,-179665.26139882064,0.0
815,1,-178907.35697422407,757.9044245965779
815,2,-179432.98443101908,232.2769678015611
815,3,-179385.39494525528,279.8664535653661
815,4,-179302.2017477141,363.0596511065378
815,5,-179246.4736029509,418.78779586974997
816,0,-179665.26139882064,0.0
816,1,-179002.92954162517,662.3318571954733
816,2,-179435.1152330552,230.14616576544358
816,3,-179371.62979126428,293.63160755636636
816,4,-179368.80316853098,296.4582302896597
816,5,-179210.1181826356,455.1432161850389
817,0,-179665.26139882064,0.0
817,1,-179050.33657086006,614.9248279605818
817,2,-179435.49286233122,229.7685364894278
817,3,-179394.9022600854,270.35913873524987
817,4,-179380.65761378812,284.60378503252286
817,5,-179256.8649910892,408.3964077314304
818,0,-179665.26139882064,0.0
818,1,-179085.71775410097,579.5436447196698
818,2,-179434.17793202522,231.08346679541864
818,3,-179393.98840282997,271.2729959906719
818,4,-179357.43527026367,307.82612855697516
818,5,-179339.08118305865,326.1802157619968
819,0,-179665.26139882064,0.0
819,1,-179232.4290388281,432.83235999254975
819,2,-179446.53999763177,218.72140118887182
819,3,-179402.2577311949,263.00366762574413
819,4,-179360.65753482142,304.60386399921845
819,5,-179387.18565234853,278.07574647211004
820,0,-179665.26139882064,0.0
820,1,-179270.16863805207,395.0927607685735
820,2,-179449.576662841,215.68473597965203
820,3,-179409.70596241677,255.55543640386895
820,4,-179363.7390631951,301.52233562554466
820,5,-179314.29607769914,350.96532112150453
821,0,-179665.26139882064,0.0
821,1,-179260.52667895635,404.7347198642965
821,2,-179447.671093252,217.59030556865036
821,3,-179416.92207372037,248.3393251002708
821,4,-179443.8372450531,221.42415376755525
821,5,-179360.7565901052,304.50480871545733
822,0,-179665.26139882064,0.0
822,1,-179230.3480244403,434.91337438035407
822,2,-179447.33975579456,217.9216430260858
822,3,-179418.3661521588,246.89524666185025
822,4,-179435.6042721483,229.6571266723331
822,5,-179329.05713200555,336.20426681509707
823,0,-179665.26139882064,0.0
823,1,-179236.5543258773,428.7070729433326
823,2,-179406.89866455455,258.36273426609114
823,3,-179410.66741449424,254.59398432640592
823,4,-179445.67591576852,219.58548305212753
823,5,-179349.16321506168,316.0981837589643
824,0,-179665.26139882064,0.0
824,1,-179215.89827796468,449.3631208559673
824,2,-179372.79073048002,292.4706683406257
824,3,-179356.05455799773,309.2068408229097
824,4,-179446.21322101005,219.04817781058955
824,5,-179333.69414726936,331.56725155128515
825,0,-179665.26139882064,0.0
825,1,-179183.4416781989,481.81972062174464
825,2,-179402.41206410443,262.8493347162148
825,3,-179349.20258719067,316.05881162997684
825,4,-179453.37728760665,211.88411121399258
825,5,-179288.23017631125,377.03122250939487
826,0,-179665.26139882064,0.0
826,1,-179098.28194639718,566.9794524234603
826,2,-179415.30005910908,249.96133971156087
826,3,-179353.47086680486,311.7905320157879
826,4,-179451.822473115,213.4389257056464
826,5,-179326.50686956593,338.7545292547147
827,0,-179665.26139882064,0.0
827,1,-179113.58625928411,551.6751395365281
827,2,-179417.6639075821,247.59749123855727
827,3,-179394.87439525928,270.3870035613654
827,4,-179459.07663575318,206.18476306746015
827,5,-179403.14120239406,262.12019642657833
828,0,-179665.26139882064,0.0
828,1,-179178.19153687393,487.0698619467148
828,2,-179427.0508493015,238.21054951913538
828,3,-179394.89795071175,270.3634481088957
828,4,-179466.7678423051,198.49355651554652
828,5,-179434.1658619378,231.0955368828436
829,0,-179665.26139882064,0.0
829,1,-179175.21688307452,490.04451574612176
829,2,-179404.44338065688,260.8180181637581
829,3,-179360.14433364893,305.11706517171115
829,4,-179445.3510492874,219.91034953325288
829,5,-179415.68570663276,249.5756921878783
830,0,-179665.26139882064,0.0
830,1,-179168.6591877227,496.60221109795384
830,2,-179383.82761437906,281.4337844415859
830,3,-179302.5593245856,362.70207423504326
830,4,-179437.92141768654,227.3399811341078
830,5,-179445.38140670498,219.87999211566057
831,0,-179665.26139882064,0.0
831,1,-179295.20160017238,370.05979864826077
831,2,-179389.1146081852,276.1467906354519
831,3,-179296.2099920292,369.0514067914337
831,4,-179421.6826171416,243.57878167903982
831,5,-179463.38375693935,201.87764188129222
832,0,-179665.26139882064,0.0
832,1,-179310.08629144894,355.1751073717023
832,2,-179330.85944476357,334.40195405707345
832,3,-179270.91367628865,394.3477225319948
832,4,-179416.17750376352,249.08389505711966
832,5,-179438.30914260386,226.952256216784
833,0,-179665.26139882064,0.0
833,1,-179351.4553720989,313.80602672175155
833,2,-179341.1572621602,324.10413666043314
833,3,-179272.647029129,392.6143696916406
833,4,-179403.81635944988,261.4450393707666
833,5,-179435.44728121624,229.81411760440096
834,0,-179665.26139882064,0.0
834,1,-179299.2526076405,366.0087911801529
834,2,-179328.4050261238,336.8563726968423
834,3,-179209.94690039282,455.31449842781876
834,4,-179412.74020034133,252.52119847931317
834,5,-179415.23556064247,250.02583817817504
835,0,-179665.26139882064,0.0
835,1,-179324.62339848696,340.6380003336817
835,2,-179327.22427521413,338.03712360651116
835,3,-179228.31808249417,436.94331632647663
835,4,-179395.16688623952,270.09451258112676
835,5,-179419.15588919414,246.1055096265045
836,0,-179665.26139882064,0.0
836,1,-179258.7980460134,406.4633528072445
836,2,-179344.62259518416,320.6388036364806
836,3,-179148.07890231884,517.1824965018022
836,4,-179343.29836446207,321.9630343585741
836,5,-179431.75336934646,233.50802947417833
837,0,-179665.26139882064,0.0
837,1,-179190.17662377874,475.08477504190523
837,2,-179393.11987887762,272.1415199430194
837,3,-179142.6429989077,522.6183999129571
837,4,-179258.8211443099,406.4402545107296
837,5,-179392.73219390467,272.52920491597615
838,0,-179665.26139882064,0.0
838,1,-179168.83393185164,496.42746696900576
838,2,-179365.63515942625,299.6262393943907
838,3,-179245.7851787345,419.4762200861296
838,4,-179261.1469768015,404.1144220191345
838,5,-179367.26513424498,297.99626457566046
839,0,-179665.26139882064,0.0
839,1,-179010.7908943423,654.4705044783477
839,2,-179354.29989348337,310.96150533726905
839,3,-179340.76137971992,324.5000191007275
839,4,-179263.930619374,401.3307794466382
839,5,-179367.08660743118,298.1747913894651
840,0,-179665.26139882064,0.0
840,1,-179175.82774853642,489.43365028421977
840,2,-179226.52619444346,438.7352043771825
840,3,-179355.4014225575,309.85997626313474
840,4,-179293.7852902716,371.47610854904633
840,5,-179375.9366191564,289.3247796642536
841,0,-179665.26139882064,0.0
841,1,-179210.34249367507,454.918905145576
841,2,-179064.81245002986,600.4489487907849
841,3,-179379.3807123354,285.8806864852377
841,4,-179298.3395120166,366.921886804048
841,5,-179374.88038510838,290.38101371226367
842,0,-179665.26139882064,0.0
842,1,-179257.47133808333,407.7900607373158
842,2,-179067.15118854624,598.1102102744044
842,3,-179394.8731576416,270.3882411790546
842,4,-179271.12907804208,394.1323207785608
842,5,-179407.69225409735,257.56914472329663
843,0,-179665.26139882064,0.0
843,1,-179250.1934249215,415.0679738991312
843,2,-179200.06810362652,465.19329519412713
843,3,-179388.96663944868,276.2947593719582
843,4,-179339.7523966503,325.50900217035087
843,5,-179404.0620711168,261.1993277038564
844,0,-179665.26139882064,0.0
844,1,-179241.58221205286,423.6791867677821
844,2,-179205.26930792734,459.99209089329815
844,3,-179392.58593270968,272.67546611095895
844,4,-179370.1645454116,295.0968534090498
844,5,-179410.3118850351,254.94951378554106
845,0,-179665.26139882064,0.0
845,1,-179280.71701104642,384.54438777422183
845,2,-179158.78016032808,506.4812384925608
845,3,-179392.8959739513,272.3654248693492
845,4,-179397.16039895726,268.10099986338173
845,5,-179388.82546321966,276.4359356009809
846,0,-179665.26139882064,0.0
