evaluation_pathway,evaluation_frame_index,path_iteration,image_index,reference_split,soap_reference_frame_index,soap_reference_cr_index,soap_cosine_distance,rmsd_reference_frame_index,rmsd_reference_cr_index,cr_local_species_rmsd_A,exact_global_fingerprint_match,exact_reference_frame_indices,exact_local_fingerprint_match,exact_local_reference_centers
1-7,47,10,3,valid,144,80,0.004790212192723797,,,,False,[],False,[]
1-7,48,10,4,valid,118,80,0.005455891361282328,,,,False,[],False,[]
1-7,49,10,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,50,11,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,51,11,2,valid,127,80,0.0013328330198449923,150,80,2.0612971051394835,False,[],False,[]
1-7,52,11,3,valid,144,80,0.005033727199387661,,,,False,[],False,[]
1-7,53,11,4,valid,118,80,0.005378819744960683,,,,False,[],False,[]
1-7,54,11,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,55,12,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,56,12,2,valid,127,80,0.0013146165510110608,150,80,2.0615866110766317,False,[],False,[]
1-7,57,12,3,valid,144,80,0.005018331865474068,,,,False,[],False,[]
1-7,58,12,4,valid,118,80,0.005378999482726687,,,,False,[],False,[]
1-7,59,12,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,60,13,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,61,13,2,valid,127,80,0.001314136613294048,150,80,2.0616003830969443,False,[],False,[]
1-7,62,13,3,valid,144,80,0.005019747457806201,,,,False,[],False,[]
1-7,63,13,4,valid,118,80,0.005379168643467325,,,,False,[],False,[]
1-7,64,13,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,65,14,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,66,14,2,valid,127,80,0.0012653939314131168,,,,False,[],False,[]
1-7,67,14,3,valid,144,80,0.005269431092993382,,,,False,[],False,[]
1-7,68,14,4,valid,118,80,0.0054416536978388885,,,,False,[],False,[]
1-7,69,14,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,70,15,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,71,15,2,valid,127,80,0.0012674155656922093,127,80,1.2829679803502472,False,[],False,[]
1-7,72,15,3,valid,144,80,0.005290186398285046,,,,False,[],False,[]
1-7,73,15,4,valid,118,80,0.005451959039346144,,,,False,[],False,[]
1-7,74,15,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,75,16,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,76,16,2,valid,127,80,0.001270526106504244,127,80,1.2824769898180692,False,[],False,[]
1-7,77,16,3,valid,144,80,0.005294319678039061,,,,False,[],False,[]
1-7,78,16,4,valid,118,80,0.0054558217985138935,,,,False,[],False,[]
1-7,79,16,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,80,17,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,81,17,2,valid,127,80,0.001274557122801112,127,80,1.282534693949565,False,[],False,[]
1-7,82,17,3,valid,144,80,0.005294352064844521,,,,False,[],False,[]
1-7,83,17,4,valid,118,80,0.005458523988360553,,,,False,[],False,[]
1-7,84,17,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,85,18,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,86,18,2,valid,127,80,0.0012780453600923503,127,80,1.282909709298285,False,[],False,[]
1-7,87,18,3,valid,144,80,0.005291920364334346,,,,False,[],False,[]
1-7,88,18,4,valid,118,80,0.00545977458575897,,,,False,[],False,[]
1-7,89,18,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,90,19,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,91,19,2,valid,127,80,0.0013746025127333583,,,,False,[],False,[]
1-7,92,19,3,valid,144,80,0.005229157200743684,,,,False,[],False,[]
1-7,93,19,4,valid,118,80,0.005494786882654257,,,,False,[],False,[]
1-7,94,19,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,95,20,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,96,20,2,valid,144,80,0.0021185913559453873,150,80,2.059946169429047,False,[],False,[]
1-7,97,20,3,valid,144,80,0.004828270535094603,,,,False,[],False,[]
1-7,98,20,4,valid,118,80,0.005794743171888439,,,,False,[],False,[]
1-7,99,20,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,100,21,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,101,21,2,valid,144,80,0.0018020184166378517,150,80,2.0591789706247803,False,[],False,[]
1-7,102,21,3,valid,144,80,0.004979788254236395,,,,False,[],False,[]
1-7,103,21,4,valid,118,80,0.005665826146422748,,,,False,[],False,[]
1-7,104,21,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,105,22,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,106,22,2,valid,144,80,0.0016517086643987877,150,80,2.059961671593927,False,[],False,[]
1-7,107,22,3,valid,144,80,0.005060220307476104,,,,False,[],False,[]
1-7,108,22,4,valid,118,80,0.005604995916981603,,,,False,[],False,[]
1-7,109,22,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,110,23,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,111,23,2,valid,144,80,0.0016523000878196914,150,80,2.0599576747314874,False,[],False,[]
1-7,112,23,3,valid,144,80,0.0050592476780921825,,,,False,[],False,[]
1-7,113,23,4,valid,118,80,0.005605543464705098,,,,False,[],False,[]
1-7,114,23,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,115,24,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,116,24,2,valid,144,80,0.0016506372812452597,150,80,2.0599716504937327,False,[],False,[]
1-7,117,24,3,valid,144,80,0.0050586853801315446,,,,False,[],False,[]
1-7,118,24,4,valid,118,80,0.005605616286937121,,,,False,[],False,[]
1-7,119,24,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,120,25,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,121,25,2,valid,144,80,0.0016490550304163465,150,80,2.059985251994735,False,[],False,[]
1-7,122,25,3,valid,144,80,0.005058031654722739,,,,False,[],False,[]
1-7,123,25,4,valid,118,80,0.005605743475921021,,,,False,[],False,[]
1-7,124,25,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,125,26,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,126,26,2,valid,144,80,0.0016458590987236121,150,80,2.0600134319569126,False,[],False,[]
1-7,127,26,3,valid,144,80,0.005056748410724343,,,,False,[],False,[]
1-7,128,26,4,valid,118,80,0.005605981006612137,,,,False,[],False,[]
1-7,129,26,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,130,27,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,131,27,2,valid,144,80,0.001636099457643203,150,80,2.0601057044349202,False,[],False,[]
1-7,132,27,3,valid,144,80,0.005052665558890723,,,,False,[],False,[]
1-7,133,27,4,valid,118,80,0.005606762029981782,,,,False,[],False,[]
1-7,134,27,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,135,28,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,136,28,2,valid,144,80,0.0016208956643040118,150,80,2.0602673924787727,False,[],False,[]
1-7,137,28,3,valid,144,80,0.00504574116915002,,,,False,[],False,[]
1-7,138,28,4,valid,118,80,0.005608198965421529,,,,False,[],False,[]
1-7,139,28,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,140,29,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,141,29,2,valid,144,80,0.0016037419360108718,150,80,2.0604775422101875,False,[],False,[]
1-7,142,29,3,valid,144,80,0.005037040044660879,,,,False,[],False,[]
1-7,143,29,4,valid,118,80,0.005610191314311286,,,,False,[],False,[]
1-7,144,29,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,145,30,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,146,30,2,valid,144,80,0.0015753616037658125,150,80,2.0608872538514293,False,[],False,[]
1-7,147,30,3,valid,144,80,0.0050200300343336,,,,False,[],False,[]
1-7,148,30,4,valid,118,80,0.005614888624243086,,,,False,[],False,[]
1-7,149,30,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,150,31,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,151,31,2,valid,144,80,0.0015696152778272854,150,80,2.06098518589269,False,[],False,[]
1-7,152,31,3,valid,144,80,0.005014854396659274,,,,False,[],False,[]
1-7,153,31,4,valid,118,80,0.005616849391043788,,,,False,[],False,[]
1-7,154,31,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,155,32,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,156,32,2,valid,144,80,0.001566898575219522,150,80,2.061034227753299,False,[],False,[]
1-7,157,32,3,valid,144,80,0.005010760711027129,,,,False,[],False,[]
1-7,158,32,4,valid,118,80,0.005618832330509971,,,,False,[],False,[]
1-7,159,32,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,160,33,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,161,33,2,valid,144,80,0.0015652239597174766,150,80,2.061066370132561,False,[],False,[]
1-7,162,33,3,valid,144,80,0.0050061745114554634,,,,False,[],False,[]
1-7,163,33,4,valid,118,80,0.005621375831419861,,,,False,[],False,[]
1-7,164,33,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,165,34,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,166,34,2,valid,144,80,0.0015647651502037618,150,80,2.0610770101750506,False,[],False,[]
1-7,167,34,3,valid,144,80,0.005002086211703505,,,,False,[],False,[]
1-7,168,34,4,valid,118,80,0.005623902609035003,,,,False,[],False,[]
1-7,169,34,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,170,35,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,171,35,2,valid,144,80,0.0015630561426280831,150,80,2.061121276516306,False,[],False,[]
1-7,172,35,3,valid,144,80,0.004980006347666932,,,,False,[],False,[]
1-7,173,35,4,valid,118,80,0.005637881237649189,,,,False,[],False,[]
1-7,174,35,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,175,36,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,176,36,2,valid,144,80,0.0015602495044277909,150,80,2.061203802152816,False,[],False,[]
1-7,177,36,3,valid,144,80,0.0049340213391551035,,,,False,[],False,[]
1-7,178,36,4,valid,118,80,0.005667901102012429,,,,False,[],False,[]
1-7,179,36,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,180,37,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,181,37,2,valid,144,80,0.0015570453946210927,,,,False,[],False,[]
1-7,182,37,3,valid,144,80,0.004871397922508569,,,,False,[],False,[]
1-7,183,37,4,valid,118,80,0.005710626328973234,,,,False,[],False,[]
1-7,184,37,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,185,38,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,186,38,2,valid,144,80,0.0015534336286221473,,,,False,[],False,[]
1-7,187,38,3,valid,144,80,0.004773165585830519,,,,False,[],False,[]
1-7,188,38,4,valid,118,80,0.0057819722639398385,,,,False,[],False,[]
1-7,189,38,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,190,39,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,191,39,2,valid,144,80,0.0015524609343506857,,,,False,[],False,[]
1-7,192,39,3,valid,144,80,0.0047540805226411464,,,,False,[],False,[]
1-7,193,39,4,valid,118,80,0.005796802169163229,,,,False,[],False,[]
1-7,194,39,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,195,40,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,196,40,2,valid,144,80,0.0015517096722034163,,,,False,[],False,[]
1-7,197,40,3,valid,144,80,0.004744406393188405,,,,False,[],False,[]
1-7,198,40,4,valid,118,80,0.0058047455808312165,,,,False,[],False,[]
1-7,199,40,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,200,41,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,201,41,2,valid,144,80,0.0015508212395523024,,,,False,[],False,[]
1-7,202,41,3,valid,144,80,0.004736810375041589,,,,False,[],False,[]
1-7,203,41,4,valid,118,80,0.005811345763637843,,,,False,[],False,[]
1-7,204,41,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,205,42,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,206,42,2,valid,144,80,0.0015499091759192396,,,,False,[],False,[]
1-7,207,42,3,valid,144,80,0.004731494441438944,,,,False,[],False,[]
1-7,208,42,4,valid,118,80,0.00581629340183154,,,,False,[],False,[]
1-7,209,42,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,210,43,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,211,43,2,valid,144,80,0.001546184186683952,,,,False,[],False,[]
1-7,212,43,3,valid,144,80,0.004709750376431288,,,,False,[],False,[]
1-7,213,43,4,valid,118,80,0.0058371146171257715,,,,False,[],False,[]
1-7,214,43,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,215,44,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,216,44,2,valid,144,80,0.001536300661231671,,,,False,[],False,[]
1-7,217,44,3,valid,144,80,0.004655106752404992,,,,False,[],False,[]
1-7,218,44,4,valid,118,80,0.005890908687263163,,,,False,[],False,[]
1-7,219,44,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,220,45,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,221,45,2,valid,144,80,0.0015227339054775246,,,,False,[],False,[]
1-7,222,45,3,valid,144,80,0.004583224840328803,,,,False,[],False,[]
1-7,223,45,4,valid,118,80,0.005965393018567244,,,,False,[],False,[]
1-7,224,45,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,225,46,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,226,46,2,valid,144,80,0.001502595681556751,,,,False,[],False,[]
1-7,227,46,3,valid,144,80,0.0044811300405567245,,,,False,[],False,[]
1-7,228,46,4,valid,118,80,0.006078906466996381,,,,False,[],False,[]
1-7,229,46,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,230,47,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,231,47,2,valid,144,80,0.0014972026372159775,,,,False,[],False,[]
1-7,232,47,3,valid,144,80,0.004457629446116718,,,,False,[],False,[]
1-7,233,47,4,valid,118,80,0.006106626763640932,,,,False,[],False,[]
1-7,234,47,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,235,48,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,236,48,2,valid,144,80,0.0014943965381628566,,,,False,[],False,[]
1-7,237,48,3,valid,144,80,0.0044485606755571006,,,,False,[],False,[]
1-7,238,48,4,valid,118,80,0.006117687000305794,,,,False,[],False,[]
1-7,239,48,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,240,49,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,241,49,2,valid,144,80,0.0014915956177015133,,,,False,[],False,[]
1-7,242,49,3,valid,144,80,0.004441854899480457,,,,False,[],False,[]
1-7,243,49,4,valid,118,80,0.006126113620968043,,,,False,[],False,[]
1-7,244,49,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,245,50,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,246,50,2,valid,144,80,0.0014892969571452808,,,,False,[],False,[]
1-7,247,50,3,valid,144,80,0.004437570542647484,,,,False,[],False,[]
1-7,248,50,4,valid,118,80,0.006131717120586688,,,,False,[],False,[]
1-7,249,50,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,250,51,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,251,51,2,valid,144,80,0.0014777909619341223,,,,False,[],False,[]
1-7,252,51,3,valid,144,80,0.004417902906158844,,,,False,[],False,[]
1-7,253,51,4,valid,118,80,0.00615793904867834,,,,False,[],False,[]
1-7,254,51,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,255,52,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,256,52,2,valid,144,80,0.0014401946908810803,,,,False,[],False,[]
1-7,257,52,3,valid,144,80,0.004356947018267943,,,,False,[],False,[]
1-7,258,52,4,valid,118,80,0.0062452695450132545,,,,False,[],False,[]
1-7,259,52,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,260,53,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,261,53,2,valid,127,80,0.0013870034557230682,,,,False,[],False,[]
1-7,262,53,3,valid,144,80,0.004276851544423588,,,,False,[],False,[]
1-7,263,53,4,valid,118,80,0.0063732785021003435,,,,False,[],False,[]
1-7,264,53,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,265,54,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,266,54,2,valid,127,80,0.0013017279552869354,,,,False,[],False,[]
1-7,267,54,3,valid,144,80,0.0041657105763730495,,,,False,[],False,[]
1-7,268,54,4,valid,118,80,0.006589843032242193,,,,False,[],False,[]
1-7,269,54,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,270,55,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,271,55,2,valid,127,80,0.0012837808289003494,,,,False,[],False,[]
1-7,272,55,3,valid,144,80,0.004145227272030816,,,,False,[],False,[]
1-7,273,55,4,valid,118,80,0.006637115437009067,,,,False,[],False,[]
1-7,274,55,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,275,56,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,276,56,2,valid,127,80,0.0012776247703480959,,,,False,[],False,[]
1-7,277,56,3,valid,144,80,0.004139166375898395,,,,False,[],False,[]
1-7,278,56,4,valid,118,80,0.0066515115848344575,,,,False,[],False,[]
1-7,279,56,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,280,57,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,281,57,2,valid,127,80,0.0012724534234257456,,,,False,[],False,[]
1-7,282,57,3,valid,144,80,0.0041348173946541555,,,,False,[],False,[]
1-7,283,57,4,valid,118,80,0.006661793155504303,,,,False,[],False,[]
1-7,284,57,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,285,58,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,286,58,2,valid,127,80,0.0012683639751720488,,,,False,[],False,[]
1-7,287,58,3,valid,144,80,0.0041319848639991275,,,,False,[],False,[]
1-7,288,58,4,valid,118,80,0.006668336576838185,,,,False,[],False,[]
1-7,289,58,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,290,59,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,291,59,2,valid,127,80,0.0012494605455951602,,,,False,[],False,[]
1-7,292,59,3,valid,144,80,0.004119292497535176,,,,False,[],False,[]
1-7,293,59,4,valid,118,80,0.006698608641336756,,,,False,[],False,[]
1-7,294,59,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,295,60,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,296,60,2,valid,127,80,0.0011815083299629991,,,,False,[],False,[]
1-7,297,60,3,valid,144,80,0.004079056988876006,,,,False,[],False,[]
1-7,298,60,4,valid,118,80,0.0068127682764222985,,,,False,[],False,[]
1-7,299,60,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,300,61,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,301,61,2,valid,127,80,0.0010953050871940206,,,,False,[],False,[]
1-7,302,61,3,valid,144,80,0.004042871273599591,,,,False,[],False,[]
1-7,303,61,4,valid,118,80,0.006970219548608658,,,,False,[],False,[]
1-7,304,61,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,305,62,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,306,62,2,valid,127,80,0.0009989897841176099,,,,False,[],False,[]
1-7,307,62,3,valid,144,80,0.004028372360199706,,,,False,[],False,[]
1-7,308,62,4,valid,118,80,0.007167638774211227,,,,False,[],False,[]
1-7,309,62,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,310,63,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,311,63,2,valid,127,80,0.0009816935076554234,,,,False,[],False,[]
1-7,312,63,3,valid,144,80,0.004029876007777711,,,,False,[],False,[]
1-7,313,63,4,valid,118,80,0.007205279751069549,,,,False,[],False,[]
1-7,314,63,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,315,64,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,316,64,2,valid,127,80,0.0009769163051553953,,,,False,[],False,[]
1-7,317,64,3,valid,144,80,0.004031198486497245,,,,False,[],False,[]
1-7,318,64,4,valid,118,80,0.007214548417316724,,,,False,[],False,[]
1-7,319,64,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,320,65,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,321,65,2,valid,127,80,0.0009730082879930713,,,,False,[],False,[]
1-7,322,65,3,valid,144,80,0.004033044607745007,,,,False,[],False,[]
1-7,323,65,4,valid,118,80,0.0072208953227232975,,,,False,[],False,[]
1-7,324,65,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,325,66,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,326,66,2,valid,127,80,0.0009692599820640968,,,,False,[],False,[]
1-7,327,66,3,valid,144,80,0.004035567455117017,,,,False,[],False,[]
1-7,328,66,4,valid,118,80,0.007225741007902409,,,,False,[],False,[]
1-7,329,66,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,330,67,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,331,67,2,valid,127,80,0.0009505034517176547,,,,False,[],False,[]
1-7,332,67,3,valid,144,80,0.004051054613457006,,,,False,[],False,[]
1-7,333,67,4,valid,118,80,0.007250491145829208,,,,False,[],False,[]
1-7,334,67,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,335,68,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,336,68,2,valid,127,80,0.0008501166394605519,127,80,1.254192920855821,False,[],False,[]
1-7,337,68,3,valid,144,80,0.0041893083224784355,,,,False,[],False,[]
1-7,338,68,4,valid,118,80,0.007393282761952169,,,,False,[],False,[]
1-7,339,68,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,340,69,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,341,69,2,valid,127,80,0.0007432558375322085,127,80,1.2415427498520142,False,[],False,[]
1-7,342,69,3,valid,144,80,0.004478927153506174,,,,False,[],False,[]
1-7,343,69,4,valid,118,80,0.007574887418964726,,,,False,[],False,[]
1-7,344,69,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,345,70,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,346,70,2,valid,127,80,0.0006727949281138956,127,80,1.232466210867159,False,[],False,[]
1-7,347,70,3,valid,144,80,0.004796278942343912,,,,False,[],False,[]
1-7,348,70,4,valid,118,80,0.007719638103770077,,,,False,[],False,[]
1-7,349,70,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,350,71,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,351,71,2,valid,127,80,0.0006645093451795869,127,80,1.2313374216849835,False,[],False,[]
1-7,352,71,3,valid,144,80,0.004842215275182582,,,,False,[],False,[]
1-7,353,71,4,valid,118,80,0.007738068086444727,,,,False,[],False,[]
1-7,354,71,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,355,72,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,356,72,2,valid,127,80,0.0006631887732476693,127,80,1.2311424801462845,False,[],False,[]
1-7,357,72,3,valid,144,80,0.0048491380801134465,,,,False,[],False,[]
1-7,358,72,4,valid,118,80,0.007740696560401661,,,,False,[],False,[]
1-7,359,72,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,360,73,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,361,73,2,valid,127,80,0.0006620017617344764,127,80,1.2309517448893437,False,[],False,[]
1-7,362,73,3,valid,144,80,0.004854643549811577,,,,False,[],False,[]
1-7,363,73,4,valid,118,80,0.0077425189005301265,,,,False,[],False,[]
1-7,364,73,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,365,74,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,366,74,2,valid,127,80,0.0006599398299814707,127,80,1.2305868557218749,False,[],False,[]
1-7,367,74,3,valid,144,80,0.004863986517415375,,,,False,[],False,[]
1-7,368,74,4,valid,118,80,0.007745463059102731,,,,False,[],False,[]
1-7,369,74,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,370,75,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,371,75,2,valid,127,80,0.0006158793900080672,127,80,1.2217758437213602,False,[],False,[]
1-7,372,75,3,valid,235,80,0.0051108730303996985,,,,False,[],False,[]
1-7,373,75,4,valid,118,80,0.00782503450505967,,,,False,[],False,[]
1-7,374,75,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,375,76,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
1-7,376,76,2,valid,127,80,0.0005877114332561995,127,80,1.213154495044468,False,[],False,[]
1-7,377,76,3,valid,118,80,0.005161273599743943,,,,False,[],False,[]
1-7,378,76,4,valid,161,80,0.00792547727536752,,,,False,[],False,[]
1-7,379,76,5,valid,118,80,0.008121664204114976,,,,False,[],False,[]
1-7,380,77,1,valid,80,80,0.00037094776342350144,71,81,0.6260175886439601,False,[],False,[]
